date,index,ln_index,daily_return
2021-12-31,15644.97,9.657904738555603,-0.006154889051044776
2022-01-03,15832.8,9.669839016576772,0.011934278021168865
2022-01-04,15622.72,9.656481543957243,-0.013357472619528465
2022-01-05,15100.17,9.622461281017788,-0.03402026293945504
2022-01-06,15080.86,9.621181669113565,-0.0012796119042235432
2022-01-07,14935.9,9.61152298996615,-0.009658679147413807
2022-01-10,14942.83,9.611986865112401,0.00046387514625045867
2022-01-11,15153.45,9.625983507784898,0.013996642672497117
2022-01-12,15188.39,9.62828659918899,0.0023030914040909067
2022-01-13,14806.81,9.602842489057632,-0.025444110131356723
2022-01-14,14893.75,9.608696940847052,0.005854451789419457
2022-01-18,14506.9,9.582379677291183,-0.026317263555869275
2022-01-19,14340.26,9.570826245091059,-0.011553432200123837
2022-01-20,14154.02,9.55775396166285,-0.013072283428208209
2022-01-21,13768.92,9.530169157274251,-0.027584804388599338
2022-01-24,13855.13,9.536410840147322,0.0062416828730711416
2022-01-25,13539.29,9.513351107868344,-0.02305973227897873
2022-01-26,13542.12,9.513560107326667,0.00020899945832297817
2022-01-27,13352.78,9.499479881849894,-0.014080225476773123
2022-01-28,13770.57,9.53028898520149,0.030809103351597145
2022-01-31,14239.88,9.563801757964168,0.033512772762676946
2022-02-01,14346.0,9.571226436686379,0.007424678722211198
2022-02-02,14417.55,9.576201493491183,0.0049750568048043675
2022-02-03,13878.82,9.538119216037645,-0.03808227745353854
2022-02-04,14098.01,9.55378893165404,0.015669715616395408
2022-02-07,14015.67,9.547931268378449,-0.0058576632755915625
2022-02-08,14194.45,9.560606322119087,0.012675053740638376
2022-02-09,14490.37,9.58123956984034,0.02063324772125341
2022-02-10,14185.64,9.559985464307642,-0.02125410553269802
2022-02-11,13791.15,9.531782361073878,-0.028203103233764182
2022-02-14,13790.92,9.531765683572878,-1.6677500999762174e-05
2022-02-15,14139.76,9.556745966180635,0.024980282607756976
2022-02-16,14124.09,9.555637129160516,-0.0011088370201193243
2022-02-17,13716.72,9.526370805643399,-0.029266323517116888
2022-02-18,13548.07,9.513999380738605,-0.012371424904793926
2022-02-22,13381.52,9.501629929621586,-0.012369451117018926
2022-02-23,13037.49,9.475584332290516,-0.026045597331069814
2022-02-24,13473.59,9.508486752083314,0.03290241979279784
2022-02-25,13694.62,9.524758333959165,0.016271581875850316
2022-02-28,13751.4,9.528895916093417,0.004137582134251971
2022-03-01,13532.46,9.51284652281973,-0.016049393273686263
2022-03-02,13752.02,9.528941001395543,0.016094478575812587
2022-03-03,13537.94,9.51325139308946,-0.015689608306082903
2022-03-04,13313.44,9.496529330287627,-0.01672206280183275
2022-03-07,12830.96,9.459616279440233,-0.03691305084739405
2022-03-08,12795.55,9.456852733211264,-0.00276354622896946
2022-03-09,13255.55,9.492171611638216,0.03531887842695269
2022-03-10,13129.96,9.482651920833709,-0.009519690804507874
2022-03-11,12843.81,9.46061726220058,-0.022034658633128146
2022-03-14,12581.22,9.439960504884514,-0.020656757316066532
2022-03-15,12948.62,9.468744497742804,0.028783992858290475
2022-03-16,13436.55,9.5057338846964,0.03698938695359644
2022-03-17,13614.78,9.518911246328758,0.013177361632356721
2022-03-18,13893.84,9.539200855424319,0.020289609095561545
2022-03-21,13838.46,9.535206951304207,-0.00399390412011158
2022-03-22,14108.82,9.554555412717615,0.019348461413407847
2022-03-23,13922.6,9.541268698056093,-0.01328671466152187
2022-03-24,14191.84,9.56042243052865,0.019153732472556584
2022-03-25,14169.3,9.558832931323355,-0.001589499205294942
2022-03-28,14354.9,9.571846626317038,0.01301369499368299
2022-03-29,14619.64,9.59012110919759,0.018274482880551446
2022-03-30,14442.27,9.57791460230791,-0.012206506889679503
2022-03-31,14220.52,9.562441270902415,-0.015473331405495117
2022-04-01,14261.5,9.56531887777709,0.002877606874674754
2022-04-04,14532.55,9.584146240133839,0.018827362356748978
2022-04-05,14204.17,9.561290862450946,-0.022855377682892808
2022-04-06,13888.82,9.538839478935918,-0.022451383515027956
2022-04-07,13897.3,9.53944985564654,0.0006103767106218072
2022-04-08,13711.0,9.525953709356655,-0.013496146289885047
2022-04-11,13411.96,9.503902125177854,-0.02205158417880071
2022-04-12,13371.57,9.500886090277511,-0.0030160349003427456
2022-04-13,13643.59,9.521025093248275,0.020139002970763542
2022-04-14,13351.08,9.499352559432662,-0.021672533815612738
2022-04-18,13332.36,9.497949441763334,-0.0014031176693283243
2022-04-19,13619.66,9.519269616102635,0.021320174339301445
2022-04-20,13453.07,9.506962611772385,-0.012307004330249782
2022-04-21,13174.65,9.4860498075918,-0.020912804180586164
2022-04-22,12839.29,9.460265279764918,-0.025784527826880677
2022-04-25,13004.85,9.47307764379086,0.012812364025942102
2022-04-26,12490.74,9.432742848762484,-0.040334795028377
2022-04-27,12488.93,9.432597930915037,-0.00014491784744663505
2022-04-28,12871.53,9.462773174643253,0.030175243728216117
2022-04-29,12334.64,9.420166843292323,-0.04260633135092995
2022-05-02,12536.02,9.436361379439816,0.01619453614749311
2022-05-03,12563.76,9.438571758279336,0.002210378839519578
2022-05-04,12964.86,9.46999789961134,0.03142614133200361
2022-05-05,12317.69,9.418791719507189,-0.05120618010415079
2022-05-06,12144.66,9.40464484598471,-0.014146873522479453
2022-05-09,11623.25,9.360762681489222,-0.04388216449548743
2022-05-10,11737.67,9.370558606904712,0.009795925415490458
2022-05-11,11364.24,9.33822686207525,-0.03233174482946133
2022-05-12,11370.96,9.338818015898019,0.0005911538227678648
2022-05-13,11805.0,9.376278449519614,0.0374604336215949
2022-05-16,11662.79,9.364158710870024,-0.012119738649589706
2022-05-17,11984.52,9.391371096003882,0.02721238513385771
2022-05-18,11418.15,9.342959473589778,-0.048411622414104016
2022-05-19,11388.5,9.340359353299917,-0.0026001202898608966
2022-05-20,11354.62,9.33737998854595,-0.0029793647539673174
2022-05-23,11535.27,9.35316457735602,0.015784588810070943
2022-05-24,11264.45,9.329407027883923,-0.02375754947209785
2022-05-25,11434.74,9.344411368988068,0.015004341104145169
2022-05-26,11740.65,9.370812458118598,0.02640108913053041
2022-05-27,12131.13,9.40353015506005,0.03271769694145199
2022-05-31,12081.39,9.399421531094362,-0.0041086239656884516
2022-06-01,11994.46,9.392200155502604,-0.007221375591758061
2022-06-02,12316.9,9.418727582048414,0.026527426545809973
2022-06-03,12012.73,9.393722199817416,-0.025005382230997242
2022-06-06,12061.37,9.397763062502635,0.004040862685219082
2022-06-07,12175.23,9.407158838942786,0.009395776440150883
2022-06-08,12086.27,9.399825376569375,-0.007333462373411592
2022-06-09,11754.23,9.371968454787853,-0.027856921781522104
2022-06-10,11340.02,9.336093340948619,-0.03587511383923392
2022-06-13,10809.23,9.288155677753977,-0.047937663194641544
2022-06-14,10828.35,9.289922973817262,0.0017672960632850732
2022-06-15,11099.15,9.314623807791714,0.02470083397445144
2022-06-16,10646.1,9.27294890688791,-0.04167490090380355
2022-06-17,10798.35,9.28714862366282,0.014199716774909277
2022-06-21,11069.3,9.311930789737659,0.024782166074839296
2022-06-22,11053.08,9.310464401138738,-0.001466388598920787
2022-06-23,11232.19,9.326539042076936,0.016074640938198215
2022-06-24,11607.62,9.35941705798408,0.03287801590714423
2022-06-27,11524.55,9.352234821549406,-0.007182236434674749
2022-06-28,11181.54,9.32201948319794,-0.03021533835146606
2022-06-29,11177.89,9.32169299902259,-0.0003264841753498615
2022-06-30,11028.74,9.308259871814833,-0.013433127207756357
2022-07-01,11127.85,9.317206254001286,0.00894638218645305
2022-07-05,11322.24,9.334524212040193,0.017317958038907122
2022-07-06,11361.85,9.338016531128853,0.0034923190886591016
2022-07-07,11621.35,9.360599202659365,0.022582671530512854
2022-07-08,11635.31,9.361799719128769,0.0012005164694031123
2022-07-11,11372.6,9.33896223254685,-0.022837486581918753
2022-07-12,11264.73,9.329431884536497,-0.009530348010352796
2022-07-13,11247.58,9.327908273381741,-0.001523611154755855
2022-07-14,11251.19,9.328229179816269,0.0003209064345277568
2022-07-15,11452.42,9.345956340362127,0.01772716054585821
2022-07-18,11360.05,9.337858093673907,-0.008098246688220456
2022-07-19,11713.15,9.368467421271491,0.030609327597584723
2022-07-20,11897.65,9.38409618060648,0.015628759334989084
2022-07-21,12059.61,9.397617131449824,0.013520950843343371
2022-07-22,11834.11,9.37874131844441,-0.018875813005413633
2022-07-25,11782.67,9.374385086871182,-0.004356231573227731
2022-07-26,11562.57,9.355528435856408,-0.018856651014774073
2022-07-27,12032.42,9.395359952495282,0.03983151663887341
2022-07-28,12162.59,9.406120126261332,0.010760173766049874
2022-07-29,12390.69,9.424700663145194,0.018580536883861853
2022-08-01,12368.98,9.422947004428112,-0.001753658717081663
2022-08-02,12348.76,9.421310932156919,-0.001636072271193001
2022-08-03,12668.16,9.446847037828217,0.02553610567129816
2022-08-04,12720.58,9.450976433338857,0.004129395510640066
2022-08-05,12657.55,9.4460091540634,-0.004967279275456704
2022-08-08,12644.46,9.444974453565862,-0.0010347004975379548
2022-08-09,12493.93,9.432998205348529,-0.011976248217333563
2022-08-10,12854.8,9.46147256143038,0.028474356081851226
2022-08-11,12779.91,9.455629685653207,-0.005842875777172907
2022-08-12,13047.19,9.47632806389444,0.02069837824123333
2022-08-15,13128.05,9.482506441415934,0.006178377521493417
2022-08-16,13102.55,9.480562146734677,-0.0019442946812571194
2022-08-17,12938.12,9.467933271564783,-0.012628875169893305
2022-08-18,12965.34,9.470034922079353,0.002101650514569897
2022-08-19,12705.22,9.44976821162166,-0.020266710457693904
2022-08-22,12381.57,9.423964355645431,-0.025803855976228363
2022-08-23,12381.3,9.423942548803169,-2.1806842262606096e-05
2022-08-24,12431.53,9.427991266229972,0.00404871742680335
2022-08-25,12639.27,9.444563912868514,0.016572646638541855
2022-08-26,12141.71,9.404401911366278,-0.040162001502235256
2022-08-29,12017.67,9.394133345705091,-0.010268565661187168
2022-08-30,11883.14,9.382875867757274,-0.011257477947816952
2022-08-31,11816.2,9.37722675026973,-0.005649117487545041
2022-09-01,11785.13,9.374593846280964,-0.002632903988764923
2022-09-02,11630.86,9.361417189468384,-0.013176656812580845
2022-09-06,11544.91,9.353999926175707,-0.007417263292676779
2022-09-07,11791.9,9.375168134067515,0.021168207891808066
2022-09-08,11862.13,9.381106251704662,0.005938117637146689
2022-09-09,12112.31,9.401977569801481,0.020871318096819635
2022-09-12,12266.41,9.414619911356962,0.012642341555480385
2022-09-13,11633.57,9.361650163155018,-0.052969748201944
2022-09-14,11719.68,9.369024759003983,0.007374595848965271
